이름,위치,선거구,회,몇번,gender,정당,나이,job,당시여당평가,당선,득표율,학력,과,경력,인지,지역구분
고금숙,서울,도봉구,7,2,여,con,59,정당인,74.43499999999997,False,-1.1638802576460348,,행정,,0.00024741324208673763,2
송응섭,서울,도봉구,,3,남,con,54,,74.43499999999997,False,-2.4027849610670797,,,True,6.0130181761675645e-05,2
이성희,서울,도봉구,,1,남,rev,58,,,True,0.11750487153776118,,경영,False,0.008396802487538007,2
이은림,서울,도봉구,7,2,여,con,35,,74.43499999999997,False,-1.005246989294705,,행정,,,2
이남경,서울,도봉구,7,3,남,con,49,,74.43499999999997,False,-1.5714835204452986,,경영,False,0.0018450756074048379,2
이태용,서울,도봉구,7,1,남,rev,59,,74.43499999999997,True,0.3232159783707428,,,False,0.0070628209453025325,2
강신만,서울,도봉구,7,2,남,con,57,,74.43499999999997,False,-0.8676266389680417,,,False,0.00010053255584137608,2
윤창민,서울,도봉구,7,,남,con,47,,74.43499999999997,False,-2.2009679575108727,,,True,0.002058615920965613,2
차미중,서울,노원구,7,3,여,rev,45,정당인,74.43499999999997,True,-0.5860027363928226,,,False,0.0003634733211472,2
부준혁,서울,,7,,남,rev,41,,74.43499999999997,False,-1.5844839392728165,,,True,0.0006758237925589743,2
변석주,서울,노원구,7,2,남,con,58,,74.43499999999997,False,-1.1886107802679389,,,False,0.00029108907979677267,2
조윤도,서울,,7,3,남,con,,정당인,74.43499999999997,False,-2.528440238025764,,,False,0.00013725894591607316,2
강미경,서울,노원구,7,3,여,,,,74.43499999999997,False,-1.879459696485717,,,False,0.002209892599083029,2
이칠근,서울,노원구,7,3,남,rev,55,,74.43499999999997,True,-0.6943076942174286,,,False,0.00025959975293380336,2
최윤남,,노원구,7,3,여,rev,63,,74.43499999999997,False,-1.279834598150441,고려대,,False,,2
임시오,서울,노원구,7,2,남,con,54,정당인,74.43499999999997,False,-1.4064798713849844,,경영,True,0.00020996532738320212,2
마은주,서울,노원구,7,3,여,con,56,,74.43499999999997,False,-2.054129188057536,,행정,,0.00034649260045526765,2
이강헌,서울,노원구,7,3,남,,41,정당인,74.43499999999997,False,-2.096579030276204,고려대,,False,0.001510601493425213,2
강금희,서울,노원구,7,3,여,rev,57,정당인,74.43499999999997,True,-0.606615065898927,,,False,0.000233761642163191,2
손영준,서울,노원구,7,3,남,rev,47,정당인,,False,-0.946903026222646,,,False,0.0011482985127524376,
여운태,서울,노원구,7,2,남,con,49,,74.43499999999997,False,-1.5458238112183336,,,True,0.0003218614709249862,2
김경태,서울,노원구,7,3,남,con,49,,74.43499999999997,False,-1.932960053773368,,,True,0.014350594344583916,2
엄재영,서울,노원구,7,3,여,rev,25,,74.43499999999997,False,-4.8249435787108474,,,False,0.00015533643873258247,2
,서울,노원구,7,3,남,rem,62,,74.43499999999997,False,-3.574816027961212,,경영,False,0.0003036111271048213,2
이경철,서울,노원구,7,3,남,rev,60,정당인,74.43499999999997,True,-0.5408714581379168,,,,0.0020665007314483157,2
이영규,서울,노원구,7,3,여,rev,52,정당인,74.43499999999997,False,-1.440851297702204,,,True,0.008125664827984462,2
김태권,서울,,7,3,남,con,,,74.43499999999997,False,-1.410360256951026,연세대,,False,0.0024231310774440943,2
황태연,서울,노원구,,3,남,con,57,,,False,-2.5021560490899892,,,False,0.001684025594650903,2
조용금,서울,노원구,7,3,남,rev,52,정당인,74.43499999999997,False,-4.105147648668355,,법,False,9.763966579433524e-05,2
박미경,서울,노원구,7,3,여,rev,38,,74.43499999999997,False,-1.9878004923320676,,,False,0.14318801680373772,2
서기팔,서울,노원구,7,3,남,rev,55,정당인,74.43499999999997,True,-0.6940667576193289,,,False,0.00017375682791029767,2
안복동,서울,노원구,7,3,남,rev,55,,74.43499999999997,False,-1.2936953368859951,,,,0.00020860556416015577,2
주연숙,서울,노원구,7,2,여,con,55,,74.43499999999997,False,-1.4191989276232784,,행정,True,0.00014994665437253086,2
손명영,서울,노원구,7,,남,con,54,,74.43499999999997,False,-1.6308575251230963,,,False,0.0001243480094690543,2
정준호,서울,노원구,7,3,,rev,52,정당인,74.43499999999997,False,-3.2866727151825117,,경영,False,0.6447661714806077,2
김선경,서울,노원구,7,3,남,rev,33,정당인,74.43499999999997,False,-3.760954713573693,,,True,0.15403086119316006,
김준성,서울,노원구,7,3,남,rev,56,,74.43499999999997,True,-0.500763893589141,,,False,0.016002649478331646,2
김운화,서울,노원구,7,3,여,rev,48,,,False,-1.8346249752831,,경영,False,0.00026911367084208275,2
이한국,서울,노원구,7,2,남,con,47,,74.43499999999997,False,-1.5504346447462931,,정치,False,0.002073523671573184,2
송인기,서울,노원구,7,3,남,con,64,,74.43499999999997,False,-1.94844634186679,,,False,0.0001995928514365928,2
이강두,서울,노원구,7,,남,rev,,,74.43499999999997,False,-4.882605362389178,,,False,0.0007592028328854155,2
주희준,서울,노원구,7,3,남,rev,50,정당인,74.43499999999997,False,-1.7355960353444615,,,False,0.0008918158019134881,
정남형,서울,,7,3,남,rev,51,,74.43499999999997,,-0.3784869568812792,,경영,False,0.00013195446406485102,2
박용근,서울,은평구,7,3,남,rev,53,,74.43499999999997,False,-1.3454793977370274,,정치,False,0.10357549065984732,2
임정숙,서울,은평구,7,2,여,con,57,,74.43499999999997,False,-1.4542248628084091,,행정,True,0.0008342482527997063,2
,서울,은평구,7,3,남,con,47,,74.43499999999997,False,-1.6417492613715965,,경영,False,,2
송영창,서울,은평구,,3,,rev,39,,74.43499999999997,,-0.3892875662171496,,,False,0.017649886900394526,2
나순애,서울,은평구,7,3,여,rev,54,,74.43499999999997,False,-1.2625207848151867,,행정,True,0.00014531730757079306,2
박준완,서울,은평구,7,2,남,con,45,,74.43499999999997,False,-1.3390609025438889,고려대,행정,False,0.00026503690582393584,2
구자성,서울,은평구,7,3,남,con,60,,74.43499999999997,False,-1.9131557540473483,,경영,False,0.02164346053625011,2
정은영,서울,은평구,7,3,여,rev,48,,74.43499999999997,True,-0.3702401431246272,고려대,,True,0.0040648027867237636,
문규주,서울,은평구,7,3,남,,56,정당인,74.43499999999997,False,-1.1503346073497824,,정치,False,,2
김규배,서울,은평구,7,2,남,con,63,정당인,74.43499999999997,False,-1.4072030558123712,,,,0.0001137786969822528,2
김판수,서울,은평구,7,3,남,con,57,,74.43499999999997,False,-2.0274133822366287,,법,False,0.00228367802565352,2
강용운,서울,은평구,7,3,남,rev,53,,74.43499999999997,True,-0.41972634587646174,,,False,0.00015173078599461573,2
오덕수,서울,은평구,7,3,여,rev,60,정당인,74.43499999999997,False,-1.6887611618599208,,,False,0.0001831706308058689,2
황재원,서울,은평구,7,2,남,con,50,,74.43499999999997,False,-1.4530318110845657,,경영,False,0.005003621721324813,2
김길성,서울,은평구,7,,남,con,59,정당인,74.43499999999997,False,-2.20490775197088,,행정,False,0.00026964641969616005,2
조햇님,서울,은평구,7,3,남,rev,42,정당인,74.43499999999997,False,-1.8941869865759624,,,False,0.00012420789181719668,2
권인경,서울,은평구,7,1,여,rev,53,,74.43499999999997,True,0.1360037821704924,,,True,0.0002336393004016441,2
양기열,서울,은평구,7,2,남,con,32,,74.43499999999997,False,-1.1512035438664108,,경영,False,0.00022866255132475405,2
정병호,서울,은평구,7,3,여,con,54,정당인,74.43499999999997,False,-1.8862597314168144,,법,False,0.0018589460488708648,2
김민수,서울,은평구,7,3,남,rem,36,,74.43499999999997,False,-2.69604949517965,,,False,0.15803667401199153,2
이연옥,서울,은평구,7,3,여,rev,59,,74.43499999999997,True,-0.2326418348706424,,,,0.00038909580421945584,2
김진회,서울,은평구,7,3,남,rev,47,,74.43499999999997,False,-1.3301854627180134,,,False,0.0005202646961415348,2
최락의,,은평구,7,2,남,con,64,,74.43499999999997,False,-1.4030635526060466,,,False,3.708170371134487e-05,2
임공주,서울,은평구,7,3,여,con,55,정당인,74.43499999999997,False,-2.0442281494630183,,,True,8.238423031005559e-05,2
정준호,서울,은평구,7,3,남,rev,47,,74.43499999999997,True,,,,False,0.33620897870890193,2
강영남,서울,은평구,,,남,rev,62,,74.43499999999997,False,-1.7611384656898426,,,False,9.436246105088383e-05,2
신봉규,서울,은평구,7,2,남,con,40,,74.43499999999997,False,-1.5049078841844978,,,,0.00010984824868421868,2
조현건,서울,은평구,7,3,남,con,49,정당인,74.43499999999997,False,-2.520306147882845,,,False,4.2738960069892215e-05,2
이정희,서울,,7,3,여,rem,54,,74.43499999999997,False,-3.580104800622852,,행정,False,0.21380688056395447,2
소심향,서울,은평구,7,3,여,rem,54,,74.43499999999997,False,-2.1885056445043416,연세대,행정,False,0.00012184121159797131,2
기노만,서울,,7,3,남,rev,,,74.43499999999997,True,-0.4639669264463061,,,False,8.521618902454449e-05,2
조정환,서울,은평구,7,,남,rev,59,,74.43499999999997,False,-1.319061450320183,,,False,0.0015667873202484348,2
박등규,서울,은평구,7,2,남,con,57,정당인,,False,-1.50287400383976,,법,False,3.8128866054824594e-05,2
강태훈,서울,은평구,7,3,남,con,25,정당인,74.43499999999997,False,-2.033617526033828,연세대,정치,True,0.0008872376551451404,2
이상희,서울,은평구,7,3,여,rem,37,,74.43499999999997,False,-2.5597258089427526,,,False,0.12901126351558734,2
이동화,서울,,7,3,남,rev,56,,74.43499999999997,True,-0.7234897467506881,,,False,0.0019367133847252378,2
김해숙,서울,서대문구,7,3,여,rev,57,,74.43499999999997,False,-1.23058814319176,,행정,False,,2
임종간,서울,서대문구,7,3,남,con,72,,74.43499999999997,False,-1.843881105449288,,,True,6.504911621597937e-05,2
이진삼,서울,서대문구,7,3,남,con,58,,74.43499999999997,False,-2.3542706158119797,,행정,False,0.002658103198151857,2
주이삭,서울,서대문구,7,3,남,con,30,정당인,74.43499999999997,False,-1.7903501984455064,,,False,0.0005070065588475693,2
박희진,서울,서대문구,7,,여,rev,42,,74.43499999999997,False,-3.3630101478904795,,,False,0.015348155557482819,
김덕현,서울,서대문구,7,1,남,rev,55,정당인,74.43499999999997,True,0.2715137842135883,,행정,False,0.007945722673108327,2
최원석,서울,서대문구,7,2,,con,54,,74.43499999999997,False,-1.1736909874261945,,,False,0.013076660907023623,2
이기수,서울,서대문구,7,3,남,,64,,74.43499999999997,False,-1.9254797898510367,,행정,False,0.006358568038776718,2
유경문,서울,서대문구,7,3,남,rem,66,,74.43499999999997,False,-3.199378400672713,연세대,경제,False,2.4514605701365592e-05,2
박경희,서울,서대문구,7,1,여,rev,57,,74.43499999999997,True,0.24331928708801145,,행정,False,0.007005648594942415,2
이경선,서울,서대문구,7,2,여,con,50,,74.43499999999997,False,-1.0146499679371808,연세대,행정,,0.002959686863839813,2
김현찬,서울,서대문구,7,3,남,con,66,,74.43499999999997,False,-2.034165340930984,,,False,9.502794368965616e-05,2
김득희,서울,서대문구,7,3,여,rem,42,,74.43499999999997,False,-3.644278439402656,,,False,2.4020899541917185e-05,2
유경선,서울,서대문구,7,3,남,rev,58,,74.43499999999997,True,-0.6305547994542894,,경영,False,0.0012404948064999506,2
이종석,서울,서대문구,7,3,남,rev,44,,74.43499999999997,,,,,True,0.8641702283081841,2
홍길식,서울,서대문구,7,2,남,con,59,,74.43499999999997,False,-1.1597106768014704,,,True,0.00010298125914780556,2
황춘하,서울,서대문구,7,3,,con,52,,74.43499999999997,False,-1.857620200537792,,,False,0.00022995362951289786,2
방정완,서울,서대문구,7,3,남,rev,59,,74.43499999999997,False,-3.7064595426243554,,법,False,3.5613459156268216e-05,2
윤유현,서울,서대문구,7,3,남,rev,57,정당인,74.43499999999997,True,-0.9912781115127004,,,False,0.0014657537228359432,2
차승연,서울,서대문구,7,3,남,,39,정당인,74.43499999999997,False,,고려대,법,True,0.0021666775531858605,2
윤선경,서울,서대문구,7,2,여,con,71,,74.43499999999997,False,-1.585301107314633,,,False,0.0006168318498936012,2
김용일,서울,서대문구,7,3,남,con,61,,74.43499999999997,False,,,경영,True,0.0028313841817615933,2
홍성덕,서울,서대문구,7,3,,rev,72,,74.43499999999997,False,-4.113447868168484,,,False,0.002132285033253353,2
임한솔,서울,서대문구,,3,남,rev,37,정당인,74.43499999999997,False,-1.4984873279629665,,경제,False,0.020554564666439804,2
김한주,서울,서대문구,7,3,남,rev,29,,74.43499999999997,,-6.0540861325402275,,,False,0.0012275092735377375,2
장해철,서울,서대문구,7,3,남,rem,50,,74.43499999999997,False,-5.057164251568965,,법,False,3.051237447624286e-05,2
권영숙,서울,마포구,7,1,여,rev,61,정당인,,,0.3684491318012262,,,False,0.0005064723403905369,2
서종수,서울,마포구,,2,남,con,56,,74.43499999999997,False,-1.0645652295349144,,행정,False,0.00014085495677295466,2
최병삼,서울,마포구,7,3,남,con,49,정당인,74.43499999999997,False,,,,False,4.12207572528389e-05,
이필례,서울,마포구,,1,여,rev,63,,,True,-0.17979068036894524,,,False,6.564162668951917e-05,2
이민석,서울,마포구,7,2,남,con,,,74.43499999999997,False,-1.3425232260947322,,경영,False,0.001649605110457676,2
문정애,서울,마포구,7,3,여,con,62,,74.43499999999997,False,-1.8999701838142875,,경영,False,9.20194791232706e-05,2
차윤주,서울,,7,3,여,rem,36,,74.43499999999997,False,-1.511571276188474,연세대,경제,False,,2
장덕준,서울,마포구,7,1,남,rev,57,,,True,0.2897884893742001,,,True,8.970941771425319e-05,2
조영덕,서울,,7,2,남,con,55,,74.43499999999997,,-1.1596915161417385,,,False,0.00013885197050062106,2
이은주,서울,마포구,7,3,여,con,40,정당인,74.43499999999997,False,-1.6670946696294584,,경영,True,0.16094456831092946,2
,서울,마포구,7,1,남,rev,57,,,True,0.2972047691282112,,경영,True,9.631988041180602e-05,2
김성희,서울,마포구,7,2,남,con,55,,74.43499999999997,False,-1.110374996512164,,,False,0.011086845454904166,2
김순금,,마포구,7,3,여,con,71,정당인,74.43499999999997,False,-1.7551256630148602,,,False,7.011995777087133e-05,2
채우진,서울,마포구,7,1,남,rev,31,정당인,74.43499999999997,,0.12406621955409942,고려대,행정,False,0.0011164665140754673,2
김종선,서울,마포구,7,2,남,con,68,정당인,74.43499999999997,False,,,,False,0.0014705519451272975,2
송병길,서울,마포구,7,3,남,con,55,,74.43499999999997,False,-2.0134610592253632,,법,True,0.00025629021525286143,2
김지영,서울,마포구,7,3,여,rev,42,,74.43499999999997,False,-3.8112705925209314,,,False,0.1761204894893667,2
이봉수,서울,마포구,7,3,남,rem,55,,74.43499999999997,False,-2.3403182640359126,,행정,False,0.0005550769923261321,2
한일용,서울,마포구,7,,,rev,55,정당인,74.43499999999997,True,0.015862259850522892,연세대,행정,False,6.795374141126592e-05,2
강명숙,서울,마포구,7,,여,con,55,,74.43499999999997,False,-1.4722316093586851,,,True,0.00026062274191002757,2
안미자,서울,마포구,7,3,여,con,53,,74.43499999999997,False,-2.188352615778246,,경영,False,6.948534773129325e-05,
조영권,서울,마포구,7,3,남,rev,43,정당인,74.43499999999997,False,-1.535197951331586,,정치,False,0.00031566031429465334,2
김영미,서울,마포구,7,1,,rev,60,,74.43499999999997,True,0.4181633346938418,,,False,0.04354485645625851,2
김진천,서울,마포구,7,2,남,con,51,,74.43499999999997,False,-1.3571314508974954,,행정,False,0.000270241271244862,2
홍지광,서울,마포구,7,3,남,con,49,정당인,74.43499999999997,,-1.9715909371991975,,법,True,5.419590084282686e-05,2
김정은,서울,마포구,,3,,rem,37,,,False,-3.272386014964294,,,False,0.5978209562560475,2
,서울,마포구,7,1,남,rev,45,정당인,74.43499999999997,True,0.18682520930524488,,,False,6.831674938597827e-05,2
김기석,,마포구,7,2,남,con,59,정당인,74.43499999999997,False,-1.3764369531562783,,,False,0.002354209640138248,2
백남환,서울,마포구,7,3,남,con,63,정당인,74.43499999999997,False,-1.8946886877277624,,,False,4.66516718383979e-05,2
나익수,서울,마포구,7,3,남,rem,48,,74.43499999999997,False,-2.77538414621042,,,False,,2
우정이,서울,마포구,,3,,rem,39,,74.43499999999997,False,-3.4255341139991176,,,False,0.00012545785149865272,2
최태식,서울,마포구,7,3,남,rem,60,,74.43499999999997,False,-4.440232366947859,,,False,0.00030846308742465847,2
서병완,서울,양천구,7,1,남,rev,59,,74.43499999999997,True,0.3493032065579548,,법,False,0.0006129703364142595,3
공기환,서울,양천구,7,2,남,con,,,74.43499999999997,False,-1.328656155348919,,,False,0.00042947350107677554,3
이성국,서울,양천구,,3,남,con,60,,74.43499999999997,False,-1.7853996151553462,,,,0.004527394754820144,3
신선구,서울,양천구,7,3,남,rem,65,,74.43499999999997,False,-3.391362570258507,,,False,0.00024468517157591056,3
